Date,Location,Operator,Aircraft_Type,Registration,Fatalities,Total_Onboard,Ground_Fatalities
1992-09-28,"Near Kathmandu, Nepal",Pakistan International Airlines,Airbus A300B4-203,AP-BCP,167,167,0
1992-10-04,"Amsterdam, Netherlands",El Al,Boeing B-747-258F,4X-AXG,4,4,39
1992-10-07,"Berkeley Springs, West Virginia",Miltiary - U.S. Airforce,Lockheed C-130E Hercules,63-7881,6,6,0
1992-10-08,"Near Dingxi, China",Wuhan Airlines,Avia 14M-40,B-4211,14,35,0
1992-10-09,"Mogadiscio, Somalia",Kiev Production Association,Antonov 32,CCCP-48088,1,13,0
1992-10-18,"Near Garut, Jawa, Indonesia",Merpati Nusantara Airlines,CASA 235-10,PK-MNN,31,31,0
1992-10-19,"Near Usti Nem, Russia",Syktyvkar Avia,Antonov AN-28,CCCP-28785,15,16,0
1992-10-21,"Near Lake Caballochoa, Peru",Military - Peruvian Air Force,de Havilland Canada DHC-6 Twin Otter 300,FAP306,8,11,0
1992-10-29,"Chita, Russia",Aeroflot,Antonov AN-8,CCCP-69346,13,14,0
1992-11-11,"Off Bombay, India",Military - Indian Air Force,Mil Mi-8 (helicopter),?,20,20,0
1992-11-11,"Near Tver, Russia",Military - Russian Air Force,Antonov AN-22A,CCCP-09303,33,33,0
1992-11-14,"Near Nha Trang, Vietnam",Vietnam Airlines,Yakovlev YAK-40,VN-A449,30,31,0
1992-11-15,"Near Porto Plata, Dominican Republic",Aerocaribbean - Charter,Ilyushin IL-18D,CU-T1270,34,34,0
1992-11-24,"Near Guilin, China",China Southern Airlines,Boeing B-737-3Y0,B-2523,141,141,0
1992-11-30,"Near Harlem, Montana",Military - U.S. Air Force / Military,Lockheed C-141B / C141B,650255/660142,13,13,0
1992-12-09,"Uruapan, Mexico",Aero Sudpacifico,Britten-Norman BN-2B-27 Islander,XA-RML,9,9,0
1992-12-13,"Goma, Congo",Scibe Airlift Cargo Zaire,Fokker F-27 Friendship 400M,9Q-CBH,37,37,0
1992-12-14,"Lata, Georgia",Military - Russian Air Force,Mil Mi 8T (helicopter),?,61,61,0
1992-12-21,"Faro, Algarve, Portugal",c Holland NV,McDonnell Douglas DC-10-30CF,PH-MBN,56,340,0
1992-12-22,"Tripoli, Libya",Libya Arab Airlines / Military - Libya Air Force,Boeing B-727-2L5 / MiG23UB,5A-DIA,157,157,0
1993-01-03,"Ogden, Utah",Air Taxi - South Coast Helicopters Inc.,Bell 206B3,N1078V,4,4,0
1993-01-06,"Paris, France",Lufthansa Cityline,de Havilland Canada DHC-8-301,D-BEAT,4,23,0
1993-01-09,"Surabaya, Indonesia",Bouraq Indonesia Airlines,Hawker Siddeley HS-748-234,PK-IHE,17,44,0
1993-01-13,"Sellafield, England",Titan Airways,Embraer 110P1 Bandeirante,G-ZAPE,2,2,0
1993-01-14,"Near Bronson Creek, British Colombia, Canada",Central Mountain Air Services,Douglas C-47A,C-FAAM,2,2,0
1993-01-27,"Kinshasa, Democratic Republic Congo",Trans Service Airlift,Nord 262A-44,9Q-CJK,3,21,0
1993-01-31,"Sumatra, Indonesia",Pan Malaysian Air Transport,Shorts SC-7 Skyvan 3-100,9M-PID,16,16,0
1993-02-08,"Near Tehran, Iran",Iran Air Tours / Military - Iranian Force,Tupolev TU-154M / Sukhoi Su-24,EP-ITD,133,133,0
1993-02-10,"Near Daraim, Afghanistan",Military - Afghan Republican Air Force,Mil Mi-8,?,30,30,0
1993-02-20,"Bogota, Colombia",Cargo Three Panama,Convair CV-440,HP-1200CTH,2,2,0
1993-02-28,"Off Green Island, Taiwan",Formosa Airlines,Dornier 228-201,B-12238,6,6,0
1993-03-05,"Skopje, Macedonia",Palair Macedonian,Fokker 100,PH-KXL,83,97,0
1993-03-23,"Near Tangara de Serra, Brazil",Oeste Linhas Aereas,Embraer EMB-110 Bandeirante,PP-SBJ,6,6,0
1993-03-31,"Anchorage, Alaska",Japan Air Lines,Boeing B-747-466,N47EV,0,5,0
1993-04-01,"Blountville, Tennesee",Private,Fairchild SA227-TT,N500AK,4,4,0
1993-04-02,"Off Margarita Island, Venezuela",Linea Aeropostal Venezolana,McDonnell Douglas DC-9-15,YV-03C,11,11,0
1993-04-06,"950 nm S of Shemya, Alaska",China Eastern Airlines,McDonnell Douglas MD-11,B-2171,2,264,0
1993-04-19,"Zwingle, Iowa",Private,Mitsubishi MU-2B-60,N86SD,8,8,0
1993-04-23,"Zavnah, Mongolia",MIAT - Mongolian Airlines,Antonov AN-26B,BHMAY-14102,32,40,0
1993-04-26,"Aurangabad, India",Indian Airlines,Boeing B-737-2A8,VT-ECQ,55,118,0
1993-04-27,"Off Libreville, Gambia",Military - Zambian Air Force,de Havilland Canada DHC-5D Buffalo,AF-319,30,30,0
1993-04-27,"Near Kholm, Afghanistan",Military - Afghan Republican Air Force,Antonov AN-32,?,76,76,0
1993-05-11,"Suva, Fiji",Fiji Air,Britten-Norman BN-2A-6 Islander,DQ-FEO,2,2,0
1993-05-15,"Near Cancun, Mexico",Carga del Caribe,Douglas DC-6BF,XA-SEA,3,5,0
1993-05-19,"Near Medellin, Colombia",SAM Colombia,Boeing B-727-46,HK-2422X,132,132,0
1993-06-06,"El Yopal, Colombia",Aerotaca,de Havilland Canada DHC-6 Twin Otter 300,HK-2759X,2,2,0
1993-06-09,"Gulgubip, Papua New Guinea",Southwest Air,Britten-Norman BN-2A-20 Trislander,P2-SWA,9,11,0
1993-06-16,"Nabire, Indonesia",Merpati Nasantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,PK-NUL,1,3,0
1993-06-17,"Near Tbilisi, Georgia",Tajikistan Airlines,Antonov AN-26,RA-26035,41,41,0
1993-07-01,"Sorong, Irian Jaya, Indonesia",Merpati Nusantara Airlines,Fokker F-28 Fellowship 3000,PK-GFU,41,43,0
1993-07-06,"Near Ochamchire, Georgia",Military - Georgian Air Force,Mil Mi-8,?,23,23,0
1993-07-12,"Talladega, Alabama",Private,"Helicopter, Hughes 369HS",N9116F,1,2,0
1993-07-23,"Yinchuan, China",China Northwest Airlines,British Aerospace 146-300,B-2716,55,113,0
1993-07-26,"Haenam, South Korea",Asiana Airlines,Boeing B-737-5L9,HL-7229,68,110,0
1993-07-30,"Serawak, Malaysia",Hornbill Airways,Shorts SC-7 Skyvan 3-100,9M-AXM,1,17,0
1993-07-31,"Devghat, Nepal",Everest Air,Dornier Do-228-101,9N-ACL,19,19,0
1993-08-18,"Leeward Point Airfield, Guantanamo Bay, Cuba",American International Airways,McDonnell Douglas DC-8-61,N814CK,0,3,0
1993-08-26,"Near Aldan, Russia",Sakha Airlines,Let 410UVP-E,RA-67656,24,24,0
1993-08-28,"Khorag, Tajikistan",Tajikistan Airlines,Yakovlev YAK-40,CCCP-87995,82,86,0
1993-09-14,"Warsaw, Poland",Lufthansa,Airbus A320-211,D-AIPN,2,70,0
1993-09-21,"Sukhumi, Georgia",Transair Georgia Airlines,Tupolev TU-134A,CCCP-65893,27,27,0
1993-09-22,"Sukhumi, Georgia",Transair Georgia Airlines,Tupolev TU-154B,CCCP-85163,108,132,0
1993-10-04,"Near Svanetia, Georgia",Military - Georgian Air Force,Mil Mi-8 (helicopter),?,60,60,0
1993-10-25,"Franz Josef Glacier, New Zealand",Hibiscus Air,GAF Nomad N-22,ZK-NOM,9,9,0
1993-10-26,"Fuzhou, China",China Eastern Airlines,McDonnell Douglas MD-82,B-2103,2,80,0
1993-10-27,"Near Namsos, Norway",Wideroe's Flyveselksap,de Havilland Canada DHC-6 Twin Otter 300,LN-BNM,7,20,0
1993-11-10,"Sandy Lake, Canada",Air Manitoba,Hawker Siddeley HS-748-234 Srs. 2A,C-GQTH,7,7,0
1993-11-13,"Urumqi, China",China Northern Airlines,McDonnell Douglas MD-82,B-2141,12,102,0
1993-11-15,"Near Kerman, Iran",Magistralnye Avialinii,Antonov AN-124,RA-82071,17,17,0
1993-11-20,"Near Ohrid, Macedonia",Aviaimpex (Macedonia),Yakovlev YAK-42D,RA-42390,116,116,0
1993-12-01,"Hibbing, Minnesota",Express Airlines - Northwest Airlink,British Aerospace Jetstream BA-3100,N334PX,18,18,0
1993-12-03,"Tuktoyaktuk, NWT, Canada",Arctic Wings & Rotors,Britten Norman BN-2A Trislander7,C-GMOP,7,7,0
1993-12-09,"Off Dakar, Senegal",Air Senegal / Gambia Airways,DHC-6 Twin Otter 300 / NAMC YS-11,6V-ADE C5-GAA,3,3,0
1993-12-13,"Phonesavanh, Laos",Lao Aviation,Yunshuji Y-12-II,RDPL-34117,18,18,0
1993-12-15,"Near Naga, Philippines",Military - Philippine Air Force,Lockheed C-130H,4761,29,29,0
1993-12-26,"Gyumri, Armenia",Kuban Airlines,Antonov AN-26,RA-26141,36,36,0
1994-01-03,"Near Mamony, Siberia, Russia",Baikal Air,Tupolev TU-154M,RA-85656,124,124,1
1994-01-07,"Columbus, Ohio",Atlantic Coast Airlines (United Express),British Aerospace Jetstream 4101,N304UE,5,8,0
1994-02-24,"Nalchik, Russia",North Western Air Transport,Antonov AN-12V,RA-11118,13,13,0
1994-02-25,"East Midlands, England",British World Airways,Vickers 813 Viscount,G-OHOT,1,2,0
1994-02-25,"Near Carpish, Peru",Expresso Aéreo,Yakovlev YAK-40,OB-1559,31,31,0
1994-03-02,"New York, York",Continental Airlines,McDonnell Douglas MD-82,N18835,0,116,0
1994-03-08,"New Delhi, India",Sahara,Boeing 737-2R4C,VT-SIA,4,4,0
1994-03-14,"Off Malindi, Kenya",Military - U.S. Air Force,Lockheed C-130H Hercules,69-6576,8,8,0
1994-03-17,Near Nag,Military - Iranian Air Force,Lockheed Hercules C-130,5-8521,32,32,0
1994-03-18,"Key West, Florida",Chalk's International Airlines,Grumman G-73T Turbo Mallard,N150FB,2,2,0
1994-03-18,"Spokane, Washington",Salair,Douglas DC-3C,N3433Y,2,2,0
1994-03-21,"Weipa, Australia",Aurukun Air Services,Britten-Norman BN-2A-21 Trislander,VH-JUU,6,6,0
1994-03-23,"Near Mezhdurechensk, Russia",Aeroflot Russian International Airways,Airbus A310-304,F-OGQS,75,75,0
1994-04-03,"Lamoille, Nevada",Air Taxi - El Aero Services Inc.,Bell 206B3,N27736,5,5,0
1994-04-04,"Amsterdam, Netherlands",KLM Cityhopper,Saab 340B,PH-KSH,3,24,0
1994-04-06,"Ambato, Ecuador",TAME,de Havilland Canada DHC-6 Twin Otter 300,FAE450,17,17,0
1994-04-06,"Kigali, Rwanda",Rwanda Government,Dassault Falcon 50,9XR-NN,12,12,0
1994-04-14,Northern Iraq,Military - U.S. Army / Military,Sikorsky UH-60 / UH-60,8726000/8826060,26,26,0
1994-04-25,"Nanga Pinoh, Indonesia",Dirgantara Air Services,Britten Norman BN-2A-21 Trislander,PK-ZAA,11,11,0
1994-04-26,"Near Komaki, Aichi, Japan",China Airlines (Taiwan),Airbus A300B4-622R,B-1816,264,271,0
1994-05-07,"Sao Gabriel, Brazil",Rico Taxi Aero,Embraer 110 Bandeirante,PT-GJW,8,16,0
1994-05-23,"Loma Linda, Colombia",Arall,Pilatus Britten-Norman BN-2B-27 Islander,HK-2890,4,11,0
1994-05-28,"Near Villavicencio, Colombia",Transoriente Colombia,Douglas DC-3 (C-53D-DO),HK-2213,7,29,0
1994-06-02,"Near Campbeltown, Scotland",Military - Royal Air Force,Boeing Vertol Chinook HC-2 (helicopter),ZD576,29,29,0
1994-06-06,"Near Xi'an, China",China Northwest Airlines,Tupolev TU-154M,B-2610,160,160,0
1994-06-13,"Near Uruapan, Mexico",Aerolineas Cuahonte,Swearingen SA.226TC Metro II,XA-SLU,9,9,0
1994-06-18,"Mt. Kalora, Indonesia",Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,PK-MFI,12,12,0
1994-06-18,"Chantilly, Virginia",TAESA,Learjet 25D,XA-BBA,12,12,0
1994-06-26,"Abidjan, Ivory Coast",Air Ivorie,Fokker F-27 Friendship 400M,TU-TIP,17,17,0
1994-06-29,"Near Logar, Afghanistan",Military - Dostum-Galboddin Militia,Antonov AN-32,?,50,70,0
1994-06-30,"Toulouse-Blagnac, France",Airbus Industrie,Airbus A330-321,F-WWKH,7,7,0
1994-07-01,"Near Tidjika, Mauritania",Air Mauritanie,Fokker F-28 Fellowship 4000,5T-CLF,80,93,0
1994-07-02,"Charlotte, North Carolina",USAir,McDonnell Douglas DC-9-30,N954VJ,37,57,0
1994-07-14,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,Aerospatiale AS350D,N151BH,3,7,0
1994-07-17,"Near Fort de France, Martinique",Air Martinique,Britten-Norman BN-2B-26 Islander,8P-TAD,6,6,0
1994-07-17,"Boma, Democratic Republic Congo",Sankuru Air Service,Yakovlev 40D,RA-87256,5,9,0
1994-07-19,"Colon, Panama",Alas Chiricanas,Embraer 110P1 Bandeirante,HP-1202AC,21,21,0
1994-07-26,"East Kalimantan, Indonesia",Airfast Services,Sikorsky S-58ET,PK-OBT,18,18,0
1994-08-05,"Near Boda, Russia",Military - Russian Air Force,Antonov AN-12,?,47,47,0
1994-08-07,"Kodiak, Alaska",Air Taxi - Uyak Air Services Inc.,de Havilland DHC-2,N126UA,6,7,0
1994-08-10,"Cheju, South Korea",Korean Airlines,Airbus A300B4-622R,HL-7296,0,160,0
1994-08-11,"Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,de Havilland DHC-2,N17394,3,3,0
1994-08-12,"Whiting, New Jersey",Air Taxi - National Helicopters,Bell 206L-4,N124NH,3,3,0
1994-08-21,"Near Agadir, Morocco",Royal Air Maroc,Aerospatiale ATR-42-300,CN-CDT,44,44,0
1994-09-08,"Near Aliquippa, Pennsylvania",USAir,Boeing B-737-3B7,N513AU,132,132,0
1994-09-13,"Near Abuja, Nigeria",Aerocontroctors - Charter,de Havilland Canada DHC-6 Twin Otter 300,5N-ATQ,3,5,0
1994-09-17,"Fish Egg Inlet, Canada",Pacific Coastal Airlines,de Havilland Canada DHC-6 Twin Otter 100,C-FDMR,3,4,0
1994-09-18,"Tamanrasset, Algeria",Oriental Airlines,BAC One-Eleven 515FB,5N-IMO,5,39,0
1994-09-23,"Kowloon Bay, Hong Kong",Heavylift Cargo Airlines,Lockheed L-100-30 Hercules,PK-PLV,6,12,0
1994-09-26,"Near Vanavera, Russia",Cheremshanka Airlines,Yakovlev YAK-40,RA-87468,28,28,0
1994-09-28,"Bahia Negra, Paraguay",TAM Paraguay,Douglas C-47D,FAP2009,1,27,0
1994-09-30,"Chaibukha, Russia",Arsenyev Aviation Production Association,Antonov AN-8,RA-27209,8,20,0
1994-10-08,"Mitu, Colombia",SELVA,Antonov AN-32B,HK3929X,10,10,0
1994-10-12,"Krakas Mountains, near Natanz , Iran",Iran Asseman Airlines,Fokker F-28 Fellowship 1000,EP-PAV,66,66,0
1994-10-14,"Near Formoso do Aragala, Brazil",Military - Brazilian Air Force,Lockheed C-130E,C-130-2460,21,21,0
1994-10-26,"Near Cuito, Angola",Military - Angolan Air Force,Mil Mi-8MTV (helicopter),H534,22,22,0
1994-10-29,"Batagaj, Russia",Yakutavia,Antonov AN-2,RA-33008,7,19,0
1994-10-29,"Near Ust'-Ilimsk, Russia",Aeronica,Antonov AN-12A,RA-11790,23,23,0
1994-10-31,"Roselawn, Indiana",American Eagle,ATR-72-212,N401AM,68,68,0
1994-11-01,"Off Cozumel, Mexico",Transportes Aereos Pegaso,Bell 212,XA-SVS,14,14,0
1994-11-04,"Near Nabire, Indonesia",Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 100,PK-YNM,4,4,0
1994-11-05,"Saposa, Peru",SA Amazonica,Yakovlev YAK-40,OB-1569,6,30,0
1994-11-16,"Avenal, California",Ameriflight,Beechcraft C99,N63995,1,1,0
1994-11-22,Papua New Guinea,Southwest Air,Britten Norman BN-2A Trislander,P2-SWC,7,7,0
1994-11-22,"Bridgeton, Missouri",Trans World Airlines / Private,McDonnell Douglas DC-9-82 / Cessna 441,N954U/N411KM,2,142,0
1994-11-25,"Near Cuito, Angola",Military - Angolan Air Force,Mil Mi-17 (helicopter),H584,22,22,0
1994-12-10,Pacific Ocean,Philippine Air Lines,Boeing B-747-200,EI-BWF,1,293,0
1994-12-13,"Morrisville, North Carolina",American Eagle,British Aerospace Jetstream 3201,N918AE,15,20,0
1994-12-15,"Lobito, Angola",SL Aviation Services,Douglas DC-3,N96BF,2,2,0
1994-12-17,"Cerro Aicha, Venezuela",Servivensa,Douglas C-47A-10-DK,YV-761C,7,9,0
1994-12-17,"Papua, New Guinea",Missionary Aviation Fellowship,de Havilland Canada DHC-6 Twin Otter 200,P2-MFS,28,28,0
1994-12-21,"Coventry, England",Phoenix Aviation,Boeing 737-2D6C,7T-VEE,5,5,0
1994-12-26,"Algiers Airport, Algeria",Air France,Airbus A300B2-1C,F-GBEC,3,239,3
1994-12-29,"Near Van, Turkey",Turkish Airlines (THY),Boeing B-737-4Y0,TC-JES,57,76,0
1995-01-05,"Isfahan, Iran",Military - Iranian Air Force,Lockheed 1329 Jetstar 8,1003,12,12,0
1995-01-10,"Off Flores Island, Inodnesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,PK-NUK,14,14,0
1995-01-11,"Cartagena, Colombia",Intercontinental de Aviacion,McDonnell Douglas DC-9-14,HK-3839X,51,52,0
1995-01-14,"Los Angeles, California",Air Taxi - Wolfe Air Aviation Ltd.,Bell 206B,N2209P,2,4,0
1995-01-17,"Kathmandu, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,9N-ABI,2,24,0
1995-01-20,"Near Krasnoyarsk, Russia",Abakan Airlines,Let 410UVP,RA-67120,3,19,0
1995-01-20,"Le Bourget, France",Leadair - Charter,Dassault Falcon 20E,F-GHLN,10,10,0
1995-02-16,"Kansas City, Missouri",ATI,McDonnell Douglas DC-8-63F,N782AL,3,3,0
1995-03-16,"Ossora, Russia",Aeroflot,Antonov 26B,RA-26084,9,10,0
1995-03-31,"Near Balotesti, Romania",Tarom (Transporturile Aeriene Romane),Airbus A310-324,YR-LCC,60,60,0
1995-04-23,"Lagos, Nigeria",Bristow Helicopters,de Havilland Canada DHC-6 Twin Otter 300,5N-AJQ,1,9,0
1995-04-29,"Near Palaly AFB, Sri Lanka",Military - Lanka Air Force,Hawker Siddeley HS-748-357/2B SCD,4R-HVA,52,52,0
1995-05-01,"Sioux Falls, Ontario, Canada",Bearskin Airlines / Air Sandy,Swear. SA-227CC Metro 23/Piper Navajo,C-GYYB/ C-GYPZ,8,8,0
1995-05-03,"Quito, Ecuador",American Jet,Grumman Gulfstream II,N409MA,7,7,0
1995-05-09,"Cerro San Jeronimo, Colombia",ADES Colombia,Curtiss C-46F,HK-3079G,9,9,0
1995-05-13,"Near Boise, Idaho",Military - U.S. Air Force,Lockheed C-130E Hercules,62-1838,6,6,0
1995-05-24,"Near Leeds, England",Knight Air,Embraer 110 P1 Bandeirante,G-OEAA,12,12,0
1995-05-25,"Miraflores, Colombia",LACOL,Douglas DC-3C,HK-3213,2,11,0
1995-05-29,"Off Mbour, Senegal",Senegalair,Piper PA-31-310 Navajo,6V-AGH,6,10,0
1995-06-09,"Near Palmerston North, New Zealand",Ansett Zealand,de Havilland Canada DHC-8-102,ZK-NEY,5,21,0
1995-06-16,"Volgograd, Russia",Volga Air,Antonov 2R,CCCP-68142,12,12,0
1995-06-16,"Herputchi, Russia",Aeroflot,Antonov AN-2,RA-07743,13,14,0
1995-06-17,"Near Cuvela, Angola",Military - Angolan Air Force,CASA 212-200 Aviocar,T401,48,48,0
1995-06-24,"Lagos, Nigeria",Harka Air Services,Tupolev TU-134A,RA-65617,16,80,0
1995-06-27,"La Romana, Dominican Republic",Salair,Convair CV-440,N356SA,2,2,0
1995-07-01,"Kiunga, Papua New Guinea",Garamut Aviation,de Havilland Canada C-7A Caribou,P2-VTC,3,3,0
1995-07-12,"Gumey, Papua New Guinea",Milne Bay Air,de Havilland Canada DHC-6 Twin Otter 300,P2-MBI,15,15,0
1995-07-17,"Bintuni, Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,PK-NUT,1,18,0
1995-07-18,"Near Antananivo, Madagascar",Military - Madagascar Air Force,Douglas C-47A,5R-MMG,34,34,0
1995-07-25,"Near Karamui, Papua New Guinea",Transniugini Airways,Britten-Norman BN-2A Islander,P2-TNT,2,2,0
1995-08-02,"Johannesburg, South Africa",Aero Air,Antonov An-2R,RA-05708,3,3,0
1995-08-09,"Mt. Chichontepec, San Vincente, El Salvador",Aviateca,Boeing B-737-2H6,N125GU,65,65,0
1995-08-09,"Near Kaimana, Indonesia",Bourag Indonesia Airlines,Hawker Siddeley HS-748 2A,PK-KHL,10,10,0
1995-08-14,"Nevada del Huila, Colombia",AIRES Colombia,Embraer 110P1 Bandeirante,HK-2594,10,10,0
1995-08-21,"Near Carrollton, Georgia",Atlantic Southeast Airlines,Embraer 120-RT Brasilia,N256AS,10,29,0
1995-09-01,"Near Farewell, Alaska",North Star Air Cargo,Shorts SC-7 Skyvan,N30GA,1,1,0
1995-09-02,"Beaver Dam, Arizona",Adventure Airlines,Cessna 421C Golden Eagle,N6234G,8,8,0
1995-09-02,"Toronto, Ontario, Canada",Military - Royal Air Force,British Aerospace Nimrod MR-2P,XV239,7,7,0
1995-09-09,"Near La Macarena, Colombia",SAETA,CASA 212 Aviocar 200,FAC1152,21,22,0
1995-09-11,"Jalalabad, Afghanistan",Ariana Afghan Airlines,Antonov AN-26B,YA-BAO,3,51,0
1995-09-12,"Off Colombo, Sri Lanka",Military - Lanka Air Force,Antonov AN-32,CR861,81,81,0
1995-09-15,"Tawau, Malaysia",Malaysia Airlines,Fokker 50,9M-MGH,34,53,0
1995-09-21,"Near Moron, Mongolia",MIAT - Mongolian Airlines,Antonov AN-24RV,BNMAU-10103,42,43,0
1995-09-22,"Anchorage, Alaska",Military - U.S. Air Force,Boeing B-707 (E-3B),77-0354,24,24,0
1995-09-24,"Sterligov Cape, Russia",Norilsk Flight Company,Mil Mi-8T,RA-24553,15,15,0
1995-09-27,"Campbell River, British Columbia, Canada",Western Straits Air,De Havilland Dash-3,C-FEBX,8,10,0
1995-10-03,"Gunung Antara, Indonesia",Sabang Merauke Raya Air Charter,CASA 212,PK-ZAG,1,14,0
1995-10-04,"Barskoon, Kirghizia",Kirghizia Aba Zaoldoru,Mil Mi-8MTV-1,EX-25179,15,15,0
1995-11-09,"Near Luyaba, Argentina",Military - Argentine Air Force,Fokker F-27 Friendship 500,TC-72,53,53,0
1995-11-12,"East Granby, Connecticut",American Airlines,McDonnell Douglas MD-83,N566AA,0,78,0
1995-11-13,"Kaduna, Nigeria",Nigeria Airways,Boeing B-737-2F9,5N-AUA,9,137,0
1995-11-22,"Off Jaffna Peninsula , Sri Lanka",Military - Lanka Air Force,Antonov AN-32,CR862,63,63,0
1995-11-29,"Off Labuan, Malaysia",Sabah Air,Bell 412 (helicopter),9M-AYW,10,10,0
1995-11-30,"Baku, Azerbaijan",Azerbaijan Airlines,Boeing 707-323C,4K-401,2,6,0
1995-12-03,"Near Douala, Cameroon",Cameroon Airlines,Boeing B-737-2K9,TJ-CBE,72,78,0
1995-12-05,"Near Nakhichevan, Azerbaijan, Russia",Azerbaijani Airlines,Tupolev TU-134B-3,4K-65703,54,82,0
1995-12-07,"Near Grossevichi, Russia",Far East Aviation,Tupolev TU-154B,RA-85164,98,98,0
1995-12-13,"Verona - Villafranca, Italy",Romanian Banat Air,Antonov AN-24B,YR-AMR,49,49,0
1995-12-18,"Cahungula, Angola",Trans Service Airlift,Lockheed L-188C Electra,9Q-CRR,141,144,0
1995-12-20,"Near Buga, Valle del Cauca, Colombia",American Airlines,Boeing B-757-223,N651AA,160,164,0
1995-12-22,"Bagasin, Papua New Guinea",Island Airways,Britten Norman BN-2A-21 Trislander,P2-NAM,2,12,0
1996-01-08,"Off Bridgetown, Barbados",Mustique Airways,Britten-Norman BN-2A-27 Islander,J8-VAK,1,10,0
1996-01-08,"Kinshasa, Zaire",African Air,Antonov AN-32B,RA-26222,2,6,225
1996-01-18,"Near Kano, Nigeria",Military - Nigerian Air Force,British Aerospace BAe-125-700B,5N-AXO,14,14,0
1996-01-22,"Off Point Pedro, Sri Lanka",Military - Lanka Air Force,Mil Mi-17 (helicopter),CH-587,39,39,0
1996-02-04,"Asuncion, Paraguay",Lineas Aereas del Caribe,McDonnell Douglas DC-8-55F,HK-3979X,4,4,24
1996-02-05,"St. Johns, Arizona",Business Air Connection,ConvairCV-440,N131T,4,4,0
1996-02-06,"Off Puerto Plata, Domincan Republic","Alas Nacionales, leased from Birgen Air",Boeing B-757-225,TC-GEN,189,189,0
1996-02-11,"Near Kandahar, Afghanistan",Military - Taliban Militia,?,?,20,20,0
1996-02-12,"Port-au-Prince, Hati",Hati Express,GAF Nomad N-24A,N224E,11,15,0
1996-02-26,"Near Jabal Awliya, Sudan",Military - Sudanese Air Force,Lockheed C-130H,?,91,91,0
1996-02-27,"Near Lukapa, Angola",Aero Tropical,Antonov 12BP,ER-ACE,8,8,0
1996-02-29,"Arequipa, Peru",Compania de Aviacion Faucett SA (Peru),Boeing B-737-222,OB-1451,123,123,0
1996-03-09,"Near Mesones Muro, Peru",Military - Peruvian Army Aviation,Mil Mi-17,EP561,23,23,0
1996-03-12,"Karabogazgol Bay, Turkmenistan",Akhal Air,Mil Mi-8T (helicopter),EZ-22684,12,12,0
1996-04-03,"Near Dubrovnik, Croatia",Military - U.S. Air Force,Boeing B-737-T43,73-1149,35,35,0
1996-04-05,"Near Petropavlovsk, Russia",Krasnoyarskie Avialinii,Ilyushin IL-76TD,RA-76752,20,20,0
1996-04-05,"Off Matsu Island, Taiwan",Formosa Airlines,Dornier 228-212,B-12257,6,17,0
1996-04-11,"Cheyenne, Wyoming",Private,Cessna 177B,N35207,3,3,0
1996-05-03,"Near Haj Yousif, Sudan",Federal Airlines,Antonov AN-24,ST-FAG,53,53,0
1996-05-09,"Near Terrace, British Columbia, Canada",Buffalo Narrows Airways,de Havilland Canada DHC-3 Otter,C-GDOB,2,2,0
1996-05-10,"Otaez, Mexico",Aeroservicios Empresariales de Durango,de Havilland Canada DHC-6 Twin Otter 200,XA-SWJ,16,19,0
1996-05-11,"Oumba, Papua New Guinea",Milne Bay Air,Britten Norman BN-2A-20 Trislander,P2-ISD,1,10,0
1996-05-11,"Everglades, Miami, Florida",ValuJet,McDonnell Douglas DC-9-32,N904VJ,110,110,0
1996-05-19,"Griesta, United Kingdom",Loganair,Britten-Norman BN-2A-26 Islander,G-BEDZ,3,3,0
1996-06-06,"Kinshasa, Democratic Republic Congo",Hoseba,Ilyushin 76MD,UR-76539,10,10,0
1996-06-09,"Rasht, Iran",Iran Air,Boeing 727-286,EP-IRU,7,7,0
1996-06-12,"Near Rollingstone, Queensland Australia",Military - Australian Army Aviation,Sikorsky S-70 / S-70,A25-113/A25-209,18,28,0
1996-06-13,"Fukuoka, Japan",Garuda Indonesia Airlines,McDonnell Douglas DC-10-30,PK-GIE,3,275,0
1996-06-21,"Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),Harbin Yunshuji Y-12-II,B-3822,2,12,0
1996-07-06,"Pensacola, Florida",Delta Air Lines,McDonnell Douglas MD-88,N927DA,2,142,0
1996-07-09,"Papua, New Guinea",Milne Bay Air,de Havilland Canada DHC-6 Twin Otter 300,P2-MBB,20,20,0
1996-07-11,"Near Kanda, India",Archana Airlines,Let 410,VT-ETC,9,9,0
1996-07-15,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,Lockheed C-130H,CH-06,34,41,0
1996-07-17,"Off East Moriches, New York",Trans World Airlines,Boeing B-747-131,N93119,230,230,0
